Rk,Player,PlayerName,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,ORtg,DRtg,TeamPace,AdjORtg,AdjDRtg,avgMin,IndPos,Ortg/Min,DRtg/Min,Diff,Salary,Dollar/OffCont,Dollar/DefCont,Dollar/ContDiff,Dollar/Minute,Dollar/game,
1,Alex Abrines\abrinal01,Alex Abrines,SG,23,OKC,16,0,201,5.6,15.7,0.354,2.9,10.6,0.273,2.7,5.1,0.524,2.4,2.7,0.909,0.5,3.1,3.6,1.7,1.2,0.2,3.1,3.4,16.4,,89,109,103.7,92.293,113.033,12.56,27.14,25.05,30.68,-5.63,5994764,2705.05,208504.94,-3475082.27,5696.64,73106.88,Alex Abrines
2,Quincy Acy\acyqu01,Quincy Acy,PF,26,DAL,6,0,48,5.4,18.4,0.294,1.1,8.7,0.125,4.3,9.7,0.444,2.2,3.2,0.667,2.2,6.5,8.7,0,0,0,2.2,9.7,14.1,,72,112,95.1,68.472,106.512,8.00,15.85,10.85,16.88,-6.03,1050961,2132.37,94780.79,-206970.3,2330.29,12816.6,Quincy Acy
3,Steven Adams\adamsst01,Steven Adams,C,23,OKC,19,19,599,6.7,12.3,0.55,0,0,,6.7,12.3,0.55,3.2,4,0.816,4.4,7.7,12.1,1.1,1.9,1.5,3.2,4,16.7,,109,103,103.7,113.033,106.811,31.53,68.11,76.99,72.75,4.24,3140517,554.47,48925.87,643025.77,1229.78,38298.99,Steven Adams
4,Arron Afflalo\afflaar01,Arron Afflalo,SG,31,SAC,18,16,482,5.8,13.7,0.423,1.3,4.1,0.308,4.5,9.6,0.473,3.4,3.6,0.941,0.4,4.3,4.7,2.2,0.4,0.1,0.4,3.4,16.2,,114,114,94,107.16,107.16,26.78,52.44,56.19,56.19,0.00,12500000,2556.73,204086.25,-7687248.56,5177.17,152439.02,Arron Afflalo
5,Alexis Ajinca\ajincal01,Alexis Ajinca,C,28,NOP,8,0,98,6,14.9,0.4,0,0,,6,14.9,0.4,1.5,2,0.75,4.5,9.4,13.9,0.5,0.5,2.5,2.5,6.5,13.4,,86,106,101.5,87.29,107.59,12.25,25.90,22.61,27.87,-5.26,4600000,3439.06,210843.2,-835563.8,5905.01,56097.56,Alexis Ajinca
6,Cole Aldrich\aldrico01,Cole Aldrich,C,28,MIN,17,0,201,4.2,8.2,0.515,0,0,,4.2,8.2,0.515,1.7,2.7,0.636,4.5,10,14.5,1.7,2.2,1.5,1.2,9.7,10.2,,118,105,93.5,110.33,98.175,11.82,23.03,25.41,22.61,2.80,7643979,3645.5,316514.77,5380751.04,7170.71,93219.26,Cole Aldrich
7,LaMarcus Aldridge\aldrila01,LaMarcus Aldridge,PF,31,SAS,15,15,493,10.8,22.9,0.473,0.8,1.8,0.471,10,21.2,0.473,6.3,7.3,0.857,2.8,7.7,10.5,2.3,1.3,1.7,2.3,3.4,28.8,,110,106,93.9,103.29,99.534,32.87,64.30,66.41,64.00,2.41,20575005,3937.41,353617.2,3712980.58,8317.61,250914.7,LaMarcus Aldridge
8,Lavoy Allen\allenla01,Lavoy Allen,PF,27,IND,18,0,277,2.8,8.8,0.32,0,0.2,0,2.8,8.7,0.327,0.4,0.7,0.5,4.6,5.3,9.9,3.4,1.1,0.9,1.2,4.6,6,,93,108,100.4,93.372,108.432,15.39,32.19,30.05,34.90,-4.85,4000000,1453.46,118138.59,-13467799.69,3449.13,48780.49,Lavoy Allen
9,Tony Allen\allento01,Tony Allen,SG,35,MEM,11,9,259,6.8,16.8,0.405,0.4,1.6,0.25,6.4,15.2,0.421,2.6,3.6,0.722,3.4,5.2,8.6,1.6,3.4,1.6,2.6,5.8,16.6,,91,99,94.2,85.722,93.258,23.55,46.21,39.61,43.09,-3.48,5505618,2013.24,134029.83,-712474.34,3051.89,67141.68,Tony Allen
10,Al-Farouq Aminu\aminual01,Al-Farouq Aminu,SF,26,POR,8,8,209,4,14.4,0.274,2.1,8.4,0.25,1.9,6,0.308,1.9,3.5,0.533,1.6,10.7,12.3,3,2.8,1.6,2.8,2.3,11.9,,78,107,101.1,78.858,108.177,26.13,55.03,43.39,59.53,-16.13,7680965,2158.69,132759.34,-531037.35,3585.47,93670.3,Al-Farouq Aminu
11,Chris Andersen\anderch01,Chris Andersen,C,38,CLE,6,0,53,5.6,14.9,0.375,0,2.8,0,5.6,12.1,0.462,3.7,5.6,0.667,7.4,9.3,16.8,3.7,1.9,2.8,4.7,7.4,14.9,,94,101,96.2,90.428,97.162,8.83,17.70,16.01,17.20,-1.19,1551659,805.8,112716.93,159682.32,2703.24,18922.67,Chris Andersen
12,Alan Anderson\anderal01,Justin Anderson,SF,34,LAC,1,0,9,5.5,16.6,0.333,5.5,11.1,0.5,0,5.5,0,0,0,,5.5,0,5.5,5.5,0,0,5.5,5.5,16.6,,95,111,95.1,90.345,105.561,9.00,17.83,16.11,18.82,-2.71,1514160,518.53,44645.68,892913.65,1025.85,18465.37,Alan Anderson
13,Justin Anderson\anderju01,Kyle Anderson,SF,23,DAL,16,2,335,7.1,18.9,0.377,1.6,6.7,0.233,5.6,12.3,0.456,3.7,5.1,0.727,3.3,7.6,10.9,2.8,2,1.4,2.9,4.3,19.5,,93,105,93.9,87.327,98.595,20.94,40.96,35.77,40.38,-4.62,1192080,380.75,29984.78,-757115.69,678.42,14537.56,Justin Anderson
14,Kyle Anderson\anderky01,Ryan Anderson,SG,23,SAS,15,7,231,2.9,7.6,0.382,0.9,1.8,0.5,2,5.8,0.346,0.9,1.3,0.667,1.8,7.8,9.6,2.7,2.4,0.9,0.9,2.2,7.6,,105,104,96.1,100.905,99.944,15.40,30.83,31.11,30.81,0.30,18735364,3530.7,274411.97,-5259562.69,7404.45,228480.05,Kyle Anderson
15,Ryan Anderson\anderry01,Giannis Antetokounmpo,PF,28,HOU,17,17,532,7,17.6,0.397,3.9,9.7,0.404,3.1,7.9,0.388,1.8,2,0.864,3.1,5.9,8.9,1.7,0.6,0.2,1.7,2.7,19.6,,111,113,98.6,109.446,111.418,31.29,64.28,70.36,71.62,-1.27,2995421,490.02,46332.14,302703.34,1121.52,36529.52,Ryan Anderson
16,Giannis Antetokounmpo\antetgi01,Carmelo Anthony,SG,22,MIL,15,15,521,12,23.3,0.514,0.6,3.1,0.188,11.4,20.2,0.564,7.1,9,0.787,2.3,9.7,12,8.6,2.7,3,5.1,5.4,31.6,,110,100,98.4,108.24,98.4,34.73,71.20,77.07,70.06,7.01,24559380,4140.03,312914.59,-3998353.08,8852.35,299504.63,Giannis Antetokounmpo
17,Carmelo Anthony\anthoca01,Trevor Ariza,SF,32,NYK,17,17,575,12.3,28,0.44,2.9,8.3,0.344,9.5,19.7,0.48,6,6.9,0.873,1.5,8,9.5,3.9,1.4,0.5,2.9,4.3,33.5,,109,111,96.1,104.749,106.671,33.82,67.72,70.93,72.23,-1.30,7806971,1303.97,112757.88,2067227.79,2910.26,95206.96,Carmelo Anthony
18,Trevor Ariza\arizatr01,Darrell Arthur,SF,31,HOU,17,17,572,6.5,14.7,0.441,4.5,11,0.409,2,3.7,0.535,1.3,1.7,0.75,1,6.4,7.4,3.3,3,0.3,1.4,2.4,18.8,,122,107,101.4,123.708,108.498,33.65,71.08,87.93,77.12,10.81,8070175,6315.41,478407.21,-6279094.65,13122.24,98416.77,Trevor Ariza
19,Darrell Arthur\arthuda01,Omer Asik,PF,28,DEN,5,0,72,6.7,18.8,0.357,4,10.1,0.4,2.7,8.7,0.308,0,0,,0.7,4.7,5.4,2,0.7,0,2,5.4,17.5,,92,111,101.5,93.38,112.665,14.40,30.45,28.43,34.31,-5.87,9904494,3164.05,227632.43,-1856079.82,6315.63,120786.51,Darrell Arthur
20,Omer Asik\asikom01,D.J. Augustin,C,30,NOP,18,14,322,3.3,6.5,0.512,0,0,,3.3,6.5,0.512,2.4,4.1,0.593,4.4,12.9,17.2,1.5,0.3,0.9,1.4,4.2,9.1,,116,106,95.8,111.128,101.548,17.89,35.70,39.68,36.26,3.42,7250000,2685.35,189293.76,-1348718.06,5031.73,88414.63,Omer Asik
21,D.J. Augustin\augusdj01,Luke Babbitt,PG,29,ORL,17,1,330,8.5,20.7,0.41,3.4,10.3,0.328,5.1,10.3,0.493,4.6,5.2,0.882,0.2,2.3,2.5,7.4,0.6,0,3.4,3.1,25,,106,111,95.6,101.336,106.116,19.41,38.66,39.18,41.03,-1.85,1227000,316.38,26432.38,1400916.29,650.58,14963.41,D.J. Augustin
22,Luke Babbitt\babbilu01,Ron Baker,SF,27,MIA,17,9,271,4.5,14,0.324,3,9.8,0.308,1.5,4.1,0.364,0.8,0.9,0.8,0.9,5.5,6.4,1.7,0.9,0.2,1.5,3.2,12.8,,91,108,98.4,89.544,106.272,15.94,32.68,29.26,34.73,-5.47,543471,274.72,20023.67,-180213.04,576.32,6627.7,Luke Babbitt
23,Ron Baker\bakerro01,Wade Baldwin,SG,23,NYK,4,0,34,5.9,19.1,0.308,2.9,10.3,0.286,2.9,8.8,0.333,1.5,2.9,0.5,1.5,1.5,2.9,2.9,4.4,1.5,1.5,1.5,16.1,,88,107,94.2,82.896,100.794,8.50,16.68,13.83,16.81,-2.99,1793760,737.63,45217.63,-179131.37,1050.01,21875.12,Ron Baker
24,Wade Baldwin\baldwwa01,Leandro Barbosa,PG,20,MEM,11,1,172,4.8,14.4,0.333,0.6,3.3,0.182,4.2,11.1,0.378,1.5,2.4,0.625,1.8,4.2,6,7.5,2.7,1.2,4.8,4.2,11.7,,78,102,102.3,79.794,104.346,15.64,33.33,26.59,34.77,-8.18,4000000,1675.39,141094.85,5220509.55,4164.19,48780.49,Wade Baldwin
25,Leandro Barbosa\barbole01,J.J. Barea,SG,34,PHO,17,0,213,8,17.5,0.456,1.6,4.2,0.368,6.4,13.3,0.483,1.1,1.3,0.833,0.9,4,4.9,4.7,1.3,0,0.7,2.9,18.6,,114,112,95.1,108.414,106.512,12.53,24.82,26.91,26.44,0.47,4096950,712.01,60021.49,2140766.53,1475.69,49962.8,Leandro Barbosa
26,J.J. Barea\bareajo01,Harrison Barnes,PG,32,DAL,9,5,298,8.9,21.4,0.415,3.1,8.2,0.383,5.8,13.2,0.434,4.7,4.9,0.964,0.7,4.7,5.4,8.5,1,0.2,3.1,1.4,25.6,,109,111,95.1,103.659,105.561,33.11,65.60,68.00,69.25,-1.25,22116750,3215.28,280741.43,4331439.19,6966.85,269716.46,J.J. Barea
27,Harrison Barnes\barneha02,Matt Barnes,SF,24,DAL,16,16,597,11.5,25,0.46,1.2,4.3,0.286,10.3,20.7,0.496,4.7,5.4,0.871,1.8,6.3,8.1,1.7,1,0.3,1.9,2.5,28.9,,105,110,94,98.7,103.4,37.31,73.07,72.12,75.55,-3.43,6125000,1823.95,130175.96,-1004214.51,3156.13,74695.12,Harrison Barnes
28,Matt Barnes\barnema02,Will Barton,SF,36,SAC,18,4,463,5.4,13.8,0.389,2.6,8.3,0.316,2.7,5.5,0.5,1.5,2.1,0.737,1.8,7,8.8,5.1,1.3,0.9,3.7,5.3,14.9,,95,110,101.4,96.33,111.54,25.72,54.34,52.34,60.61,-8.26,3533333,412.55,43225.65,155612.34,1219.51,43089.43,Matt Barnes
29,Will Barton\bartowi01,Brandon Bass,SG,26,DEN,6,6,168,6.3,17.3,0.367,2,4.6,0.438,4.3,12.7,0.341,6,7.5,0.808,2,5.5,7.5,3.2,0,0.6,1.7,2,20.7,,109,112,99.8,108.782,111.776,28.00,58.22,63.33,65.07,-1.74,1551659,977.07,96488.32,472284.93,2270.72,18922.67,Will Barton
30,Brandon Bass\bassbr01,Nicolas Batum,PF,31,LAC,10,0,90,7.8,15.5,0.5,0.6,0.6,1,7.2,15,0.481,3.3,3.3,1,2.8,5,7.8,2.2,0.6,1.1,1.1,3.3,19.4,,119,106,96.7,115.073,102.502,9.00,18.13,20.86,18.58,2.28,20869566,3881.27,334669.42,6492586.77,7712.33,254506.9,Brandon Bass
31,Nicolas Batum\batumni01,Aron Baynes,SG,28,CHO,16,16,550,6.3,16,0.393,2.6,8,0.326,3.7,8,0.461,4.6,5.6,0.81,1.1,8.2,9.2,7.4,1.5,0.7,3.3,2.4,19.7,,105,104,95.6,100.38,99.424,34.38,68.46,68.72,68.07,0.65,6500000,2828.79,244042.49,4685615.78,5439.98,79268.29,Nicolas Batum
32,Jerryd Bayless\bayleje01,Kent Bazemore,PG,28,PHI,3,1,71,7.6,22.2,0.344,1.4,3.5,0.4,6.3,18.8,0.333,6.3,7,0.9,2.1,6.3,8.3,9,0,0,6.3,2.8,22.9,,89,114,99.7,88.733,113.658,23.67,49.16,43.62,55.87,-12.25,15730338,3117.52,271288.22,4431041.01,6714.17,191833.39,Jerryd Bayless
33,Aron Baynes\baynear01,Bradley Beal,C,30,DET,18,1,294,5.4,11.8,0.456,0,0,,5.4,11.8,0.456,4.2,5,0.828,3.1,10.2,13.4,1,1.2,1.2,3.1,6.4,14.9,,98,102,96.5,94.57,98.43,16.33,32.84,31.05,32.32,-1.27,22116750,3912.9,297522.76,-4090937.99,7743.06,269716.46,Aron Baynes
34,Kent Bazemore\bazemke01,Malik Beasley,SF,27,ATL,18,18,492,7.2,19.3,0.372,2.1,6.9,0.3,5.1,12.4,0.413,3.1,3.7,0.816,0.8,4.9,5.7,4.7,3.1,1.2,3.2,4.2,19.5,,93,99,101.4,94.302,100.386,27.33,57.74,54.45,57.96,-3.51,1627320,11029.23,169574.39,-208706.95,4961.34,19845.37,Kent Bazemore
35,Bradley Beal\bealbr01,Michael Beasley,SG,23,WAS,13,13,445,10.9,24.9,0.437,3.8,10,0.382,7.1,14.9,0.474,4.9,6,0.83,1.3,3.3,4.6,4.7,1.3,0.8,2.4,2.8,30.5,,113,111,98.6,111.418,109.446,34.23,70.32,78.34,76.96,1.39,1403611,648.67,48587.85,-561459.54,1248.13,17117.21,Bradley Beal
36,Malik Beasley\beaslma01,Marco Belinelli,SG,20,DEN,8,0,49,6.9,25.6,0.269,3,10.9,0.273,3.9,14.8,0.267,3.9,5.9,0.667,0,3.9,3.9,3,1,0,0,3.9,20.7,,88,111,96.7,85.096,107.337,6.13,12.34,10.50,13.24,-2.74,6333333,1575.78,133129.7,4393280.1,3131.18,77235.77,Malik Beasley
37,Michael Beasley\beaslmi01,DeAndre' Bembry,SF,28,MIL,15,0,220,12,24.3,0.495,0.9,2.5,0.364,11.1,21.8,0.51,3.4,5.2,0.652,2.5,9.1,11.6,2.5,1.4,0.5,3.2,5,28.4,,100,106,99.7,99.7,105.682,14.67,30.46,30.37,32.19,-1.82,1499760,2365.71,210938.92,2414078.75,5486.93,18289.76,Michael Beasley
38,Marco Belinelli\belinma01,Dragan Bender,SG,30,CHO,17,0,434,6.7,16,0.418,3.5,7.6,0.463,3.2,8.4,0.378,2.7,3.2,0.857,0.3,5.2,5.6,3.7,1.6,0.3,1.5,2.7,19.7,,110,106,102.3,112.53,108.438,25.53,54.41,61.23,59.00,2.23,4276320,2090.84,176255.65,6286451.54,5014.45,52150.24,Marco Belinelli
39,DeAndre' Bembry\bembrde01,Anthony Bennett,SF,22,ATL,7,0,35,5.5,16.6,0.333,0,4.2,0,5.5,12.5,0.444,1.4,2.8,0.5,2.8,4.2,6.9,2.8,1.4,0,2.8,0,12.5,,76,105,100.6,76.456,105.63,5.00,10.48,8.01,11.07,-3.06,1015696,593.42,42109.78,-312815.52,1126.05,12386.54,DeAndre' Bembry
40,Dragan Bender\bendedr01,Davis Bertans,PF,19,PHO,13,0,131,5.4,13.7,0.395,2.9,7.6,0.381,2.5,6.1,0.412,0,1.1,0,1.1,4.7,5.8,1.4,0.7,2.2,3.2,5.4,13.7,,84,110,93.9,78.876,103.29,10.08,19.71,15.55,20.36,-4.81,543471,330.41,21470.26,-103447.59,509.82,6627.7,Dragan Bender
41,Anthony Bennett\bennean01,Bismack Biyombo,PF,23,BRK,10,0,103,7.8,19.7,0.395,3.2,11.4,0.28,4.6,8.2,0.556,5.5,8.2,0.667,3.2,8.7,11.9,2.7,1.4,0,1.4,2.3,24.2,,110,112,95.8,105.38,107.296,10.30,20.56,21.66,22.06,-0.39,17000000,5629.26,400052.85,-3000396.39,9794.51,207317.07,Anthony Bennett
42,Davis Bertans\bertada01,Nemanja Bjelica,PF,24,SAS,14,1,165,5.9,12.8,0.463,4.4,10,0.438,1.6,2.8,0.556,0.3,0.6,0.5,1.6,4.4,5.9,1.6,0.3,2.5,1.6,3.7,16.5,,116,109,93.5,108.46,101.915,11.79,22.96,24.90,23.40,1.50,3800000,2178.75,131015.35,-491307.55,3055.48,46341.46,Davis Bertans
43,Patrick Beverley\beverpa01,Tarik Black,SG,28,HOU,6,6,176,4.8,10.4,0.459,2,4.5,0.438,2.8,5.9,0.476,0.6,1.1,0.5,2.8,3.9,6.8,6.8,2,1.4,2.3,5.9,12.1,,120,109,101.3,121.56,110.417,29.33,61.91,75.25,68.35,6.90,6191000,2213.29,190050.68,4029074.45,5252.17,75500,Patrick Beverley
44,Bismack Biyombo\biyombi01,Eric Bledsoe,C,24,ORL,16,1,380,3.9,8.4,0.46,0,0,,3.9,8.4,0.46,3.1,6,0.511,5.4,11.5,16.9,1.9,0.4,3.4,2.9,5.2,10.9,,96,102,102.3,98.208,104.346,23.75,50.62,49.71,52.82,-3.11,14000000,2101.51,172324.1,#DIV/0!,5040.05,170731.71,Bismack Biyombo
45,Nemanja Bjelica\bjeline01,Bojan Bogdanovic,PF,28,MIN,17,1,289,6.4,16.3,0.394,3.3,9.6,0.345,3.1,6.8,0.462,3,3.8,0.773,1.6,9,10.6,2.8,2.3,1,3.5,6.6,19.1,,99,106,100.6,99.594,106.636,17.00,35.63,35.48,37.99,-2.51,3573020,664.95,54038.67,-6052331.28,1556.19,43573.41,Nemanja Bjelica
46,Tarik Black\blackta01,Andrew Bogut,C,25,LAL,18,0,273,6.7,13.4,0.5,0,0.2,0,6.7,13.2,0.507,4.8,5.5,0.871,6.7,10.4,17.1,1.9,1.2,1.9,2.1,7.4,18.1,,122,108,95.1,116.022,102.708,15.17,30.05,34.86,30.86,4.00,11027027,3733.47,228835.29,-906187.75,5205.52,134475.94,Tarik Black
47,Eric Bledsoe\bledser01,Joel Bolomboy,PG,27,PHO,18,18,588,9.5,21.2,0.447,1.8,5.9,0.297,7.7,15.2,0.505,7.1,8.9,0.793,1.4,7.1,8.6,7.8,1.8,0.4,4.7,4.5,27.8,,107,109,90.8,97.156,98.972,32.67,61.79,60.04,61.16,-1.12,600000,1073.94,249512.76,136097.87,3135.89,7317.07,Eric Bledsoe
48,Bojan Bogdanovic\bogdabo02,Devin Booker,SF,27,BRK,16,16,441,8.5,18.6,0.46,2.9,8.5,0.338,5.7,10,0.564,4.3,4.8,0.889,1,4.9,5.9,2.1,0.9,0.1,2.5,2.6,24.3,,109,116,102.3,111.507,118.668,27.56,58.74,65.50,69.71,-4.21,2223600,337.37,24971.56,-256526.05,750.27,27117.07,Bojan Bogdanovic
49,Andrew Bogut\bogutan01,Trevor Booker,C,32,DAL,13,13,332,3.6,8.5,0.426,0,0.2,0,3.6,8.3,0.434,0.5,1.4,0.333,5.8,15.5,21.3,4.5,1.3,1.9,3.8,7.2,7.7,,90,102,100.6,90.54,102.612,25.54,53.52,48.46,54.92,-6.46,9250000,1820.69,169305.75,1263281.37,4222.64,112804.88,Andrew Bogut
50,Joel Bolomboy\bolomjo01,Avery Bradley,PF,23,UTA,7,0,15,7,10.5,0.667,0,3.5,0,7,7,1,3.5,7,0.5,0,28,28,3.5,3.5,7,3.5,3.5,17.5,,106,79,97,102.82,76.63,2.14,4.33,4.45,3.32,1.13,8269663,1219.73,99148.47,-11402074.03,2725.66,100849.55,Joel Bolomboy
51,Devin Booker\bookede01,Corey Brewer,SG,20,PHO,17,17,569,10.1,24.3,0.416,2.4,7.1,0.337,7.7,17.2,0.449,4.8,5.7,0.841,0.6,3.2,3.8,3.5,1.3,0.5,3.6,4.2,27.4,,99,112,96.1,95.139,107.632,33.47,67.01,63.75,72.13,-8.37,7600000,2864.94,228688.26,-8613924.52,6063.37,92682.93,Devin Booker
52,Trevor Booker\booketr01,Malcolm Brogdon,PF,29,BRK,16,16,428,7.6,14.1,0.539,0.6,1.9,0.294,7,12.2,0.577,2.2,2.9,0.769,3.4,11,14.4,4,3.5,1.1,2.4,4,17.9,,115,105,98.6,113.39,103.53,26.75,54.95,62.31,56.89,5.42,925000,264.39,21467.14,-2189648.1,540.85,11280.49,Trevor Booker
53,Avery Bradley\bradlav01,Aaron Brooks,SG,26,BOS,17,17,612,10.2,21.7,0.47,2.9,7.2,0.409,7.3,14.5,0.5,1.5,2.1,0.731,1.9,9,10.9,3.9,1.5,0.4,2.4,3.8,24.8,,107,107,100.4,107.428,107.428,36.00,75.30,80.89,80.89,0.00,2700000,898.01,62110.82,-396819.1,1829.27,32926.83,Avery Bradley
54,Corey Brewer\breweco01,Bobby Brown,SF,30,HOU,17,3,253,6.1,13.1,0.463,1.4,5.5,0.25,4.7,7.6,0.615,2.3,3.3,0.706,1.8,5.9,7.6,2.9,1.4,0.6,2.2,6.1,15.9,,109,110,96.1,104.749,105.71,14.88,29.80,31.21,31.50,-0.29,980431,#DIV/0!,141549.71,-141549.71,3985.49,11956.48,Corey Brewer
55,Malcolm Brogdon\brogdma01,Jaylen Brown,SG,24,MIL,15,0,303,6.6,17.1,0.385,1.6,4.9,0.333,4.9,12.2,0.405,3,3.3,0.9,1.2,4.9,6.1,6.1,2.3,0.2,2.8,3.3,17.8,,98,107,97,95.06,103.79,20.20,40.82,38.80,42.37,-3.56,4743000,1341.26,105201.77,-2419640.77,2892.07,57841.46,Malcolm Brogdon
56,Aaron Brooks\brookaa01,Nicolas Brussino,PG,32,IND,15,0,234,8,18.8,0.422,2.7,8,0.342,5.2,10.9,0.481,1.7,2.1,0.8,0.8,2.1,2.9,8.2,2.1,0.8,4.4,6.1,20.3,,97,108,95.1,92.247,102.708,15.60,30.91,28.51,31.74,-3.23,543471,1903.45,221536.66,528279.72,4734.07,6627.7,Aaron Brooks
57,Anthony Brown\brownan02,Trey Burke,SF,24,NOP,4,0,29,3.4,11.8,0.286,3.4,11.8,0.286,0,0,,0,0,,1.7,5,6.7,0,1.7,1.7,3.4,3.4,10.1,,69,107,96.5,66.585,103.255,7.25,14.58,9.71,15.05,-5.34,3386598,2847.9,134330.3,-316235.91,3591.3,41299.98,Anthony Brown
58,Bobby Brown\brownbo02,Jimmy Butler,PG,32,HOU,6,0,22,2.3,27,0.083,0,9,0,2.3,18,0.125,0,0,,0,4.5,4.5,0,0,0,2.3,4.5,4.5,,19,115,96.3,18.297,110.745,3.67,7.36,1.35,8.15,-6.80,17552209,2671.98,261705.12,1345912.02,6659.37,214051.33,Bobby Brown
59,Jaylen Brown\brownja02,Jose Calderon,SF,20,BOS,17,3,247,7.1,16.3,0.432,1.6,5,0.32,5.4,11.3,0.482,3,5.4,0.556,2.8,4.8,7.7,2.4,2,1.2,2.6,5.9,18.8,,98,107,101.3,99.274,108.391,14.53,30.66,30.44,33.24,-2.80,7708427,6428.63,364210.88,-1178329.32,10445.02,94005.21,Jaylen Brown
60,Nicolas Brussino\brussni01,Kentavious Caldwell-Pope,SF,23,DAL,13,0,104,4,10,0.4,2.5,6.5,0.385,1.5,3.5,0.429,2.5,3,0.833,1.5,6.5,8,7,2.5,1,2.5,4.5,13,,114,105,95.6,108.984,100.38,8.00,15.93,17.36,15.99,1.37,3678319,707,60815.77,1240641.73,1440.38,44857.55,Nicolas Brussino
61,Reggie Bullock\bullore01,Isaiah Canaan,SF,25,DET,4,0,42,8.5,19.4,0.438,2.4,8.5,0.286,6.1,10.9,0.556,0,0,,3.6,2.4,6.1,1.2,1.2,2.4,1.2,0,19.4,,103,106,96.3,99.189,102.078,10.50,21.07,20.89,21.50,-0.61,1015696,290.87,30984.44,103604.23,781.13,12386.54,Reggie Bullock
62,Trey Burke\burketr01,Clint Capela,PG,24,WAS,13,0,156,8.6,19.9,0.435,1,2.6,0.375,7.7,17.3,0.444,1,1.9,0.5,0.6,1.9,2.6,4.8,0.6,0.6,2.6,2.6,19.2,,94,113,96.1,90.334,108.593,12.00,24.03,21.70,26.09,-4.39,1296240,348.56,26964.24,-476368.16,670.63,15807.8,Trey Burke
63,Jimmy Butler\butleji01,DeMarre Carroll,SF,27,CHI,16,16,563,11.5,23.4,0.49,2.1,4.8,0.426,9.4,18.6,0.507,12,13.5,0.887,2.6,6.9,9.5,5.8,2.2,0.2,2.8,2.4,37,,131,104,94.8,124.188,98.592,35.19,69.50,86.30,68.52,17.79,14200000,3598.17,277862.42,-4769971.48,6534.74,173170.73,Jimmy Butler
64,Bruno Caboclo\cabocbr01,Vince Carter,SF,21,TOR,1,0,4,0,0,,0,0,,0,0,,0,0,,0,12.6,12.6,0,12.6,0,0,0,0,,,83,94.2,0,78.186,4.00,7.85,0.00,6.14,-6.14,4264057,911.53,83287.66,728767.03,1971.59,52000.7,Bruno Caboclo
65,Jose Calderon\caldejo01,Michael Carter-Williams,PG,35,LAL,10,5,137,7,12.6,0.556,3.2,6.3,0.5,3.9,6.3,0.611,1.1,1.1,1,1.8,5.3,7,9.1,1.8,0.4,5.3,4.6,18.2,,115,112,96.3,110.745,107.856,13.70,27.49,30.44,29.64,0.79,3183526,1695.76,106651.9,-457714.39,2588.23,38823.49,Jose Calderon
66,Kentavious Caldwell-Pope\caldwke01,Omri Casspi,SG,23,DET,18,18,598,7.6,18.9,0.403,2.9,7.9,0.366,4.7,10.9,0.43,3.6,4.4,0.824,1.2,3.2,4.4,4.2,1.9,0.1,1.7,2.6,21.7,,107,106,94,100.58,99.64,33.22,65.06,65.44,64.83,0.61,3000000,1615.8,98769.5,-388023.02,2439.02,36585.37,Kentavious Caldwell-Pope
67,Isaiah Canaan\canaais01,Willie Cauley-Stein,SG,25,CHI,16,0,310,6.2,15.3,0.404,2.9,9.4,0.31,3.3,5.9,0.556,3.1,3.6,0.864,0.2,4.2,4.4,3.1,2,0.2,1.6,3.4,18.4,,112,107,94,105.28,100.58,19.38,37.94,39.95,38.16,1.78,3551160,1759.4,119122.55,-683387.25,2914.88,43306.83,Isaiah Canaan
68,Clint Capela\capelca01,Tyson Chandler,C,22,HOU,17,17,446,10.7,17.1,0.623,0,0,,10.7,17.1,0.623,2.1,4.4,0.475,5.1,11.3,16.4,1.6,0.7,3.8,2.3,4.9,23.4,,119,105,102.3,121.737,107.415,26.24,55.91,68.07,60.06,8.01,12415000,2049.48,190680.09,1416480.63,5272.72,151402.44,Clint Capela
69,DeMarre Carroll\carrode01,Wilson Chandler,SF,30,TOR,14,14,357,6.9,15.4,0.45,3.2,8.8,0.371,3.7,6.6,0.553,2.3,2.8,0.8,1.3,6.1,7.3,1.8,2,1.3,0.7,3.7,19.3,,122,109,101.4,123.708,110.526,25.50,53.87,66.64,59.54,7.10,11200000,2110.43,168157.43,-5941562.61,4656.32,136585.37,DeMarre Carroll
70,Vince Carter\cartevi01,Marquese Chriss,SG,40,MEM,18,0,476,6.3,16.2,0.389,2.6,9.4,0.279,3.7,6.9,0.54,2.9,3.8,0.771,1.2,6.4,7.6,3.6,1.6,0.8,1.6,5,18.2,,105,104,102.3,107.415,106.392,26.44,56.36,60.54,59.96,0.58,2941440,1335.44,90910.92,-535364.32,2562.23,35871.22,Vince Carter
